FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.8199405,8199405,POINT (16.362687499392194 48.24872470421946),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,"D, N36",,1,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.8199406,8199406,POINT (16.362687499392194 48.24872470421946),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,N36,,13,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.8199407,8199407,POINT (16.362687499392194 48.24872470421946),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,N36,,12,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.8199408,8199408,POINT (16.36262460006301 48.24907760223861),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,N36,,13,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.8199409,8199409,POINT (16.36262460006301 48.24907760223861),Heiligenstadt S+U/12.-Februar-Platz,Heiligenstadt S+U/12.-Februar-Platz,N36,,12,https://anachb.vor.at?P=SQ&input=Wien%20Heiligenstadt%20S+U/12.-Februar-Platz&start=1,
OEFFHALTESTOGD.8199410,8199410,POINT (16.306722697115422 48.19378800079662),Diesterweggasse,Diesterweggasse,"52, 49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Diesterweggasse&start=1,
OEFFHALTESTOGD.8199411,8199411,POINT (16.305563902955637 48.19377600186739),Diesterweggasse,Diesterweggasse,"52, 49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Diesterweggasse&start=1,
OEFFHALTESTOGD.8199412,8199412,POINT (16.295251228374457 48.176490990808695),Wattmanng./Elisabethallee,Wattmanng./Elisabethallee,"56A, 8A, 56B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Wattmanng./Elisabethallee&start=1,
OEFFHALTESTOGD.8199413,8199413,POINT (16.326063367485304 48.23997856885668),Döblinger Friedhof/Felix-Dahn-Str.,Döblinger Friedhof/Felix-Dahn-Str.,40A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Döblinger%20Friedhof/Felix-Dahn-Str.&start=1,
OEFFHALTESTOGD.8199414,8199414,POINT (16.431938292997668 48.271988750328816),Felmayergasse,Felmayergasse,"29B, 28A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Felmayergasse&start=1,
OEFFHALTESTOGD.8199415,8199415,POINT (16.337049644243123 48.19083569653164),Gumpendorfer Straße,Gumpendorfer Straße,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20Straße&start=1,
OEFFHALTESTOGD.8199416,8199416,POINT (16.337049644243123 48.19083569653164),Gumpendorfer Straße,Gumpendorfer Straße,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20Straße&start=1,
OEFFHALTESTOGD.8199417,8199417,POINT (16.337804240994316 48.190787795996634),Gumpendorfer Straße,Gumpendorfer Straße,"6, 18",,1,https://anachb.vor.at?P=SQ&input=Wien%20Gumpendorfer%20Straße&start=1,
OEFFHALTESTOGD.8199418,8199418,POINT (16.32975538375586 48.193159189383685),Grenzgasse,Grenzgasse,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Grenzgasse&start=1,
OEFFHALTESTOGD.8199419,8199419,POINT (16.32954878453559 48.19348258775986),Grenzgasse,Grenzgasse,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Grenzgasse&start=1,
OEFFHALTESTOGD.8199420,8199420,POINT (16.353497826818995 48.23624506934868),Guneschgasse,Guneschgasse,37,,1,https://anachb.vor.at?P=SQ&input=Wien%20Guneschgasse&start=1,
OEFFHALTESTOGD.8199421,8199421,POINT (16.353578628419363 48.236813466203955),Guneschgasse,Guneschgasse,37,,1,https://anachb.vor.at?P=SQ&input=Wien%20Guneschgasse&start=1,
OEFFHALTESTOGD.8199422,8199422,POINT (16.3616454995035 48.24488422276578),Gunoldstraße,Gunoldstraße,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Gunoldstraße&start=1,
OEFFHALTESTOGD.8199423,8199423,POINT (16.36126820138638 48.244573124405846),Gunoldstraße,Gunoldstraße,"39A, 10A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Gunoldstraße&start=1,
OEFFHALTESTOGD.8199424,8199424,POINT (16.36174429836855 48.24443552499021),Gunoldstraße,Gunoldstraße,"D, N36",,1,https://anachb.vor.at?P=SQ&input=Wien%20Gunoldstraße&start=1,
OEFFHALTESTOGD.8199425,8199425,POINT (16.36174429836855 48.24443552499021),Gunoldstraße,Gunoldstraße,N36,,13,https://anachb.vor.at?P=SQ&input=Wien%20Gunoldstraße&start=1,
OEFFHALTESTOGD.8199426,8199426,POINT (16.36174429836855 48.24443552499021),Gunoldstraße,Gunoldstraße,N36,,12,https://anachb.vor.at?P=SQ&input=Wien%20Gunoldstraße&start=1,
OEFFHALTESTOGD.8199427,8199427,POINT (16.361223302010455 48.244740623906395),Gunoldstraße,Gunoldstraße,"39A, 10A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Gunoldstraße&start=1,
OEFFHALTESTOGD.8199428,8199428,POINT (16.361699398552464 48.24477652354462),Gunoldstraße,Gunoldstraße,N36,,13,https://anachb.vor.at?P=SQ&input=Wien%20Gunoldstraße&start=1,
OEFFHALTESTOGD.8199429,8199429,POINT (16.361699398552464 48.24477652354462),Gunoldstraße,Gunoldstraße,N36,,12,https://anachb.vor.at?P=SQ&input=Wien%20Gunoldstraße&start=1,
OEFFHALTESTOGD.8199430,8199430,POINT (16.326683111425165 48.20206304944668),Guntherstraße,Guntherstraße,9,,1,https://anachb.vor.at?P=SQ&input=Wien%20Guntherstraße&start=1,
OEFFHALTESTOGD.8199431,8199431,POINT (16.326907710857533 48.2027575456498),Guntherstraße,Guntherstraße,9,,1,https://anachb.vor.at?P=SQ&input=Wien%20Guntherstraße&start=1,
OEFFHALTESTOGD.8199432,8199432,POINT (16.53963677941132 48.20851688669275),"Eßling, Stadtgrenze","Eßling, Stadtgrenze","88A, 26A",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.8199433,8199433,POINT (16.53970857825066 48.20860658613006),"Eßling, Stadtgrenze","Eßling, Stadtgrenze","88A, 26A, N26",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.8199434,8199434,POINT (16.53970857825066 48.20860658613006),"Eßling, Stadtgrenze","Eßling, Stadtgrenze",N26,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.8199435,8199435,POINT (16.53970857825066 48.20860658613006),"Eßling, Stadtgrenze","Eßling, Stadtgrenze",N26,,11,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.8199436,8199436,POINT (16.540633873310455 48.20810978769051),"Eßling, Stadtgrenze","Eßling, Stadtgrenze","88A, N26",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.8199437,8199437,POINT (16.540633873310455 48.20810978769051),"Eßling, Stadtgrenze","Eßling, Stadtgrenze",N26,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.8199438,8199438,POINT (16.540633873310455 48.20810978769051),"Eßling, Stadtgrenze","Eßling, Stadtgrenze",N26,,11,"https://anachb.vor.at?P=SQ&input=Wien%20Eßling,%20Stadtgrenze&start=1",
OEFFHALTESTOGD.8199439,8199439,POINT (16.290292577816178 48.1946144070652),Gusenleithnergasse,Gusenleithnergasse,"52, 49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Gusenleithnergasse&start=1,
OEFFHALTESTOGD.8199440,8199440,POINT (16.289717680621635 48.194608407659715),Gusenleithnergasse,Gusenleithnergasse,"52, 49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Gusenleithnergasse&start=1,
OEFFHALTESTOGD.8199441,8199441,POINT (16.325614172276833 48.24203065860303),Gustav-Pick-Gasse,Gustav-Pick-Gasse,"N35, 35A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Gustav-Pick-Gasse&start=1,
OEFFHALTESTOGD.8199442,8199442,POINT (16.325614172276833 48.24203065860303),Gustav-Pick-Gasse,Gustav-Pick-Gasse,N35,,10,https://anachb.vor.at?P=SQ&input=Wien%20Gustav-Pick-Gasse&start=1,
OEFFHALTESTOGD.8199443,8199443,POINT (16.325614172276833 48.24203065860303),Gustav-Pick-Gasse,Gustav-Pick-Gasse,N35,,11,https://anachb.vor.at?P=SQ&input=Wien%20Gustav-Pick-Gasse&start=1,
OEFFHALTESTOGD.8199444,8199444,POINT (16.325614172276833 48.24203065860303),Gustav-Pick-Gasse,Gustav-Pick-Gasse,N35,,13,https://anachb.vor.at?P=SQ&input=Wien%20Gustav-Pick-Gasse&start=1,
OEFFHALTESTOGD.8199445,8199445,POINT (16.325614172276833 48.24203065860303),Gustav-Pick-Gasse,Gustav-Pick-Gasse,N35,,12,https://anachb.vor.at?P=SQ&input=Wien%20Gustav-Pick-Gasse&start=1,
OEFFHALTESTOGD.8199898,8199898,POINT (16.338451024572294 48.18164233924437),Hans-Mandl-Berufsschule,Hans-Mandl-Berufsschule,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.8199899,8199899,POINT (16.338343225583465 48.18136084019868),Hans-Mandl-Berufsschule,Hans-Mandl-Berufsschule,"63A, 59A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Hans-Mandl-Berufsschule&start=1,
OEFFHALTESTOGD.8199900,8199900,POINT (16.414097899782753 48.286073593707506),Empergergasse,Empergergasse,N31,,11,https://anachb.vor.at?P=SQ&input=Wien%20Empergergasse&start=1,
OEFFHALTESTOGD.8199901,8199901,POINT (16.414097899782753 48.286073593707506),Empergergasse,Empergergasse,N31,,10,https://anachb.vor.at?P=SQ&input=Wien%20Empergergasse&start=1,
OEFFHALTESTOGD.8199902,8199902,POINT (16.414070999721076 48.2860795941409),Empergergasse,Empergergasse,"30, 31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Empergergasse&start=1,
OEFFHALTESTOGD.8199903,8199903,POINT (16.41436739919303 48.286007794461746),Empergergasse,Empergergasse,N31,,11,https://anachb.vor.at?P=SQ&input=Wien%20Empergergasse&start=1,
OEFFHALTESTOGD.8199904,8199904,POINT (16.41436739919303 48.286007794461746),Empergergasse,Empergergasse,N31,,10,https://anachb.vor.at?P=SQ&input=Wien%20Empergergasse&start=1,
OEFFHALTESTOGD.8199905,8199905,POINT (16.414232699897106 48.28652789154183),Empergergasse,Empergergasse,"30, 31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Empergergasse&start=1,
OEFFHALTESTOGD.8199906,8199906,POINT (16.295188358209547 48.197308991776005),Hütteldorfer Str./Lützowgasse,Hütteldorfer Str./Lützowgasse,49,,1,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Str./Lützowgasse&start=1,
OEFFHALTESTOGD.8199907,8199907,POINT (16.29460446141292 48.19717719252562),Hütteldorfer Str./Lützowgasse,Hütteldorfer Str./Lützowgasse,49,,1,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Str./Lützowgasse&start=1,
OEFFHALTESTOGD.8199908,8199908,POINT (16.295125459045565 48.19729699136559),Hütteldorfer Str./Lützowgasse,Hütteldorfer Str./Lützowgasse,N49,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Str./Lützowgasse&start=1,
OEFFHALTESTOGD.8199909,8199909,POINT (16.295125459045565 48.19729699136559),Hütteldorfer Str./Lützowgasse,Hütteldorfer Str./Lützowgasse,N49,,10,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Str./Lützowgasse&start=1,
OEFFHALTESTOGD.8199910,8199910,POINT (16.29460446024991 48.19716529272986),Hütteldorfer Str./Lützowgasse,Hütteldorfer Str./Lützowgasse,N49,,11,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Str./Lützowgasse&start=1,
OEFFHALTESTOGD.8199911,8199911,POINT (16.29460446024991 48.19716529272986),Hütteldorfer Str./Lützowgasse,Hütteldorfer Str./Lützowgasse,N49,,10,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Str./Lützowgasse&start=1,
OEFFHALTESTOGD.8199912,8199912,POINT (16.40111720724704 48.24551829580299),Josef-Melichar-Gasse (Kugelfanggasse),Josef-Melichar-Gasse (Kugelfanggasse),20A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Melichar-Gasse&start=1,
OEFFHALTESTOGD.8199913,8199913,POINT (16.233730343799408 48.21141449844398),Josef-Ressel-Straße,Josef-Ressel-Straße,"450, 50B, 49A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Ressel-Straße&start=1,
OEFFHALTESTOGD.8199914,8199914,POINT (16.233689978223715 48.2114144625124),Josef-Ressel-Straße,Josef-Ressel-Straße,"450, 50B, 49A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Ressel-Straße&start=1,
OEFFHALTESTOGD.8199915,8199915,POINT (16.23316444625186 48.21130069920675),Josef-Ressel-Straße,Josef-Ressel-Straße,"450, 49A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Ressel-Straße&start=1,
OEFFHALTESTOGD.8199916,8199916,POINT (16.233124080766302 48.211300663076564),Josef-Ressel-Straße,Josef-Ressel-Straße,"450, 49A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Ressel-Straße&start=1,
OEFFHALTESTOGD.8199917,8199917,POINT (16.30202445448967 48.14739992545632),Josef-Österreicher-Gasse,Josef-Österreicher-Gasse,"66A, 60A, N66",,2,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Österreicher-Gasse&start=1,
OEFFHALTESTOGD.8199918,8199918,POINT (16.30202445448967 48.14739992545632),Josef-Österreicher-Gasse,Josef-Österreicher-Gasse,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Österreicher-Gasse&start=1,
OEFFHALTESTOGD.8199919,8199919,POINT (16.30202445448967 48.14739992545632),Josef-Österreicher-Gasse,Josef-Österreicher-Gasse,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Österreicher-Gasse&start=1,
OEFFHALTESTOGD.8199920,8199920,POINT (16.301530357879304 48.14724402631431),Josef-Österreicher-Gasse,Josef-Österreicher-Gasse,"66A, 60A, N66",,2,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Österreicher-Gasse&start=1,
OEFFHALTESTOGD.8199921,8199921,POINT (16.301530357879304 48.14724402631431),Josef-Österreicher-Gasse,Josef-Österreicher-Gasse,N66,,10,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Österreicher-Gasse&start=1,
OEFFHALTESTOGD.8199922,8199922,POINT (16.301530357879304 48.14724402631431),Josef-Österreicher-Gasse,Josef-Österreicher-Gasse,N66,,11,https://anachb.vor.at?P=SQ&input=Wien%20Josef-Österreicher-Gasse&start=1,
OEFFHALTESTOGD.8199923,8199923,POINT (16.334354884099806 48.281016467918796),Elisabethwiese,Elisabethwiese,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Elisabethwiese&start=1,
OEFFHALTESTOGD.8199924,8199924,POINT (16.33431888323127 48.28108816727301),Elisabethwiese,Elisabethwiese,38A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Elisabethwiese&start=1,
OEFFHALTESTOGD.8199925,8199925,POINT (16.33925056246657 48.21116289797086),Josefstädter Straße,Josefstädter Straße,2,,1,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.8199926,8199926,POINT (16.339672759787145 48.21128269698529),Josefstädter Straße,Josefstädter Straße,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.8199927,8199927,POINT (16.339672759787145 48.21128269698529),Josefstädter Straße,Josefstädter Straße,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.8199928,8199928,POINT (16.338801365018735 48.21131259734839),Josefstädter Straße,Josefstädter Straße,"33, 2",,1,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.8199929,8199929,POINT (16.339016963439754 48.21104319881271),Josefstädter Straße,Josefstädter Straße,2,,1,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.8199930,8199930,POINT (16.338558866215642 48.211725595424284),Josefstädter Straße,Josefstädter Straße,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.8199931,8199931,POINT (16.338558866215642 48.211725595424284),Josefstädter Straße,Josefstädter Straße,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.8199932,8199932,POINT (16.339520061174404 48.21162389544269),Josefstädter Straße,Josefstädter Straße,"33, 46",,1,https://anachb.vor.at?P=SQ&input=Wien%20Josefstädter%20Straße&start=1,
OEFFHALTESTOGD.8199933,8199933,POINT (16.375299729240393 48.17073396817495),Leibnizgasse,Leibnizgasse,7A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Leibnizgasse&start=1,
OEFFHALTESTOGD.8199934,8199934,POINT (16.44815280799735 48.267270962267425),Julius-Ficker-Straße,Julius-Ficker-Straße,28A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Julius-Ficker-Straße&start=1,
OEFFHALTESTOGD.8199935,8199935,POINT (16.44845830620164 48.26728886245606),Julius-Ficker-Straße,Julius-Ficker-Straße,28A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Julius-Ficker-Straße&start=1,
OEFFHALTESTOGD.8199936,8199936,POINT (16.448566103934517 48.266194567275),Julius-Ficker-Straße,Julius-Ficker-Straße,28A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Julius-Ficker-Straße&start=1,
OEFFHALTESTOGD.8199937,8199937,POINT (16.448575004400706 48.26643376659629),Julius-Ficker-Straße,Julius-Ficker-Straße,28A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Julius-Ficker-Straße&start=1,
OEFFHALTESTOGD.8199938,8199938,POINT (16.421176494115368 48.234276536382325),Julius-Payer-Gasse,Julius-Payer-Gasse,"N25, 20A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Julius-Payer-Gasse&start=1,
OEFFHALTESTOGD.8197970,8197970,POINT (16.379836309426913 48.24383731690075),Friedrich-Engels-Platz,Friedrich-Engels-Platz,N8,,10,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.8197971,8197971,POINT (16.379836309426913 48.24383731690075),Friedrich-Engels-Platz,Friedrich-Engels-Platz,N8,,11,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.8197972,8197972,POINT (16.38020460780637 48.244046715784236),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"33, 2",,1,https://anachb.vor.at?P=SQ&input=Wien%20Friedrich-Engels-Platz&start=1,
OEFFHALTESTOGD.8197973,8197973,POINT (16.456201557507995 48.187481838289166),Hellingstraße,Hellingstraße,79B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hellingstraße&start=1,
OEFFHALTESTOGD.8197974,8197974,POINT (16.380491997414655 48.237375846723566),Dresdner Straße U (Hellwagstr.),Dresdner Straße U (Hellwagstr.),5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8197975,8197975,POINT (16.378929005093127 48.23738784799906),Dresdner Straße,Dresdner Straße,"N29, 37A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8197976,8197976,POINT (16.378929005093127 48.23738784799906),Dresdner Straße,Dresdner Straße,N29,,10,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8197977,8197977,POINT (16.378929005093127 48.23738784799906),Dresdner Straße,Dresdner Straße,N29,,11,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8197978,8197978,POINT (16.379270302051705 48.23713654924745),Dresdner Straße,Dresdner Straße,2,,1,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8197979,8197979,POINT (16.379054703984696 48.23745364786332),Dresdner Straße,Dresdner Straße,"N29, 37A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8197980,8197980,POINT (16.379054703984696 48.23745364786332),Dresdner Straße,Dresdner Straße,N29,,10,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8197981,8197981,POINT (16.379054703984696 48.23745364786332),Dresdner Straße,Dresdner Straße,N29,,11,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8197982,8197982,POINT (16.378596605477668 48.236562151948895),Dresdner Straße U (Hellwagstr.),Dresdner Straße U (Hellwagstr.),5A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8197983,8197983,POINT (16.379360202384817 48.23718444881219),Dresdner Straße,Dresdner Straße,2,,1,https://anachb.vor.at?P=SQ&input=Wien%20Dresdner%20Straße&start=1,
OEFFHALTESTOGD.8197984,8197984,POINT (16.331237571540104 48.189973303661915),Henriettenplatz (Arnsteingasse),Henriettenplatz (Arnsteingasse),12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Henriettenplatz&start=1,
OEFFHALTESTOGD.8197985,8197985,POINT (16.331992168730203 48.19023680223355),Henriettenplatz,Henriettenplatz,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Henriettenplatz&start=1,
OEFFHALTESTOGD.8197986,8197986,POINT (16.31701740039816 48.232445609960834),"Gersthof, Herbeckstraße","Gersthof, Herbeckstraße",40,,1,"https://anachb.vor.at?P=SQ&input=Wien%20Gersthof,%20Herbeckstraße&start=1",
OEFFHALTESTOGD.8197987,8197987,POINT (16.31823909453075 48.23244560965072),"Gersthof, Herbeckstraße","Gersthof, Herbeckstraße",40,,1,"https://anachb.vor.at?P=SQ&input=Wien%20Gersthof,%20Herbeckstraße&start=1",
OEFFHALTESTOGD.8197988,8197988,POINT (16.521643602847696 48.23435417460644),Heringgasse,Heringgasse,89A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Heringgasse&start=1,
OEFFHALTESTOGD.8197989,8197989,POINT (16.521517802332024 48.23425847474337),Heringgasse,Heringgasse,89A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Heringgasse&start=1,
OEFFHALTESTOGD.8197990,8197990,POINT (16.28254007929476 48.16838553736626),"Speising, Hermesstraße","Speising, Hermesstraße","56A, 56B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Speising,%20Hermesstraße&start=1",
OEFFHALTESTOGD.8197991,8197991,POINT (16.28348337461871 48.16809193773501),"Speising, Hermesstraße","Speising, Hermesstraße",62,,1,"https://anachb.vor.at?P=SQ&input=Wien%20Speising,%20Hermesstraße&start=1",
OEFFHALTESTOGD.8197992,8197992,POINT (16.28368997272999 48.167762439645436),"Speising, Hermesstraße","Speising, Hermesstraße",60,,1,"https://anachb.vor.at?P=SQ&input=Wien%20Speising,%20Hermesstraße&start=1",
OEFFHALTESTOGD.8197993,8197993,POINT (16.284067272336095 48.16832553650481),"Speising, Hermesstraße","Speising, Hermesstraße","N60, N62",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Speising,%20Hermesstraße&start=1",
OEFFHALTESTOGD.8197994,8197994,POINT (16.284067272336095 48.16832553650481),"Speising, Hermesstraße","Speising, Hermesstraße","N60, N62",,10,"https://anachb.vor.at?P=SQ&input=Wien%20Speising,%20Hermesstraße&start=1",
OEFFHALTESTOGD.8197995,8197995,POINT (16.284067272336095 48.16832553650481),"Speising, Hermesstraße","Speising, Hermesstraße","N60, N62",,11,"https://anachb.vor.at?P=SQ&input=Wien%20Speising,%20Hermesstraße&start=1",
OEFFHALTESTOGD.8197996,8197996,POINT (16.282288579607382 48.16790024007589),"Speising, Hermesstraße","Speising, Hermesstraße","56A, N62, 56B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Speising,%20Hermesstraße&start=1",
OEFFHALTESTOGD.8197997,8197997,POINT (16.282288579607382 48.16790024007589),"Speising, Hermesstraße","Speising, Hermesstraße",N62,,10,"https://anachb.vor.at?P=SQ&input=Wien%20Speising,%20Hermesstraße&start=1",
