FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.8195748,8195748,POINT (16.283258729597694 48.13503349589754),Liesing,Liesing,"62A, N65",,2,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195749,8195749,POINT (16.283258729597694 48.13503349589754),Liesing,Liesing,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195750,8195750,POINT (16.283258729597694 48.13503349589754),Liesing,Liesing,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195751,8195751,POINT (16.28310143601319 48.13485361523899),Liesing,Liesing,"259, 256, SV510, 257, 258",,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195752,8195752,POINT (16.28337083534707 48.1351234137138),Liesing,Liesing,"253, 250",,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195753,8195753,POINT (16.283240729325993 48.134781697013544),Liesing,Liesing,"60A, N61",,2,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195754,8195754,POINT (16.283240729325993 48.134781697013544),Liesing,Liesing,N61,,10,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195755,8195755,POINT (16.283240729325993 48.134781697013544),Liesing,Liesing,N61,,11,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195756,8195756,POINT (16.283240729325993 48.134781697013544),Liesing,Liesing,N61,,13,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195713,8195713,POINT (16.3769078235748 48.243992817455464),Leystraße,Leystraße,"N29, 5A, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Leystraße&start=1,
OEFFHALTESTOGD.8195757,8195757,POINT (16.283240729325993 48.134781697013544),Liesing,Liesing,N61,,12,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195758,8195758,POINT (16.28267023817627 48.13475171691291),Liesing,Liesing,"259, 253, 250, 257, 258",,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195759,8195759,POINT (16.28361802715298 48.13502149605291),Liesing,Liesing,61A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.8195760,8195760,POINT (16.28172693554087 48.131999830188924),Liesing Bad (Manngasse),Liesing Bad (Manngasse),"207, 61B",,3,https://anachb.vor.at?P=SQ&input=Wien%20Liesing%20Bad&start=1,
OEFFHALTESTOGD.8195892,8195892,POINT (16.319402059695893 48.089618295875454),Wiener Neudorf Eumigweg,Wiener Neudorf Eumigweg,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Eumigweg&start=1,
OEFFHALTESTOGD.8195893,8195893,POINT (16.105505367353956 48.16436544940854),Wolfsgraben Besenkopf,Wolfsgraben Besenkopf,"253, 250, 458",,3,https://anachb.vor.at?P=SQ&input=Wolfsgraben%20(NÖ)%20Besenkopf&start=1,
OEFFHALTESTOGD.8195894,8195894,POINT (16.10540656841828 48.164269549487926),Wolfsgraben Besenkopf,Wolfsgraben Besenkopf,"253, 250, 458",,3,https://anachb.vor.at?P=SQ&input=Wolfsgraben%20(NÖ)%20Besenkopf&start=1,
OEFFHALTESTOGD.8195895,8195895,POINT (16.214227708215848 48.05991974040866),Gaaden Buchengasse,Gaaden Buchengasse,265,,3,https://anachb.vor.at?P=SQ&input=Gaaden%20(Mödling)%20Buchengasse&start=1,
OEFFHALTESTOGD.8195896,8195896,POINT (16.21430860788886 48.059883740989505),Gaaden Buchengasse,Gaaden Buchengasse,265,,3,https://anachb.vor.at?P=SQ&input=Gaaden%20(Mödling)%20Buchengasse&start=1,
OEFFHALTESTOGD.8195897,8195897,POINT (16.49186038345923 48.3960537672133),Ulrichskirchen Hofgartenstraße,Ulrichskirchen Hofgartenstraße,514,,3,https://anachb.vor.at?P=SQ&input=Ulrichskirchen%20Hofgartenstraße&start=1,
OEFFHALTESTOGD.8195898,8195898,POINT (16.492947383237055 48.39885705252683),Ulrichskirchen Bahnstraße,Ulrichskirchen Bahnstraße,514,,3,https://anachb.vor.at?P=SQ&input=Ulrichskirchen%20Bahnstraße&start=1,
OEFFHALTESTOGD.8195899,8195899,POINT (16.163410665921525 48.24681069872694),Mauerbach Hirschengartenstraße,Mauerbach Hirschengartenstraße,449,,3,https://anachb.vor.at?P=SQ&input=Mauerbach%20Hirschengartenstraße&start=1,
OEFFHALTESTOGD.8195900,8195900,POINT (16.16322206709925 48.24676279863239),Mauerbach Hirschengartenstraße,Mauerbach Hirschengartenstraße,449,,3,https://anachb.vor.at?P=SQ&input=Mauerbach%20Hirschengartenstraße&start=1,
OEFFHALTESTOGD.8195901,8195901,POINT (16.51159553644431 48.04960369987351),Ebergassing Siedlergasse,Ebergassing Siedlergasse,227,,3,https://anachb.vor.at?P=SQ&input=Ebergassing%20Siedlergasse&start=1,
OEFFHALTESTOGD.8195902,8195902,POINT (16.51108353937654 48.0500000983311),Ebergassing Siedlergasse,Ebergassing Siedlergasse,227,,3,https://anachb.vor.at?P=SQ&input=Ebergassing%20Siedlergasse&start=1,
OEFFHALTESTOGD.8195903,8195903,POINT (16.64396163191905 48.022123002595464),Trautmannsdorf/Leitha Volksschule,Trautmannsdorf/Leitha Volksschule,272,,3,https://anachb.vor.at?P=SQ&input=Trautmannsdorf/Leitha%20Volksschule&start=1,
OEFFHALTESTOGD.8195904,8195904,POINT (16.324778942340995 48.361125291507854),Korneuburg Liebherrstraße,Korneuburg Liebherrstraße,1,,2,https://anachb.vor.at?P=SQ&input=Korneuburg%20Liebherrstraße&start=1,
OEFFHALTESTOGD.8195905,8195905,POINT (16.26180234085003 48.08971435161014),Hinterbrühl Mannlichergasse,Hinterbrühl Mannlichergasse,260,,3,https://anachb.vor.at?P=SQ&input=Hinterbrühl%20bei%20Mödling%20Mannlichergasse&start=1,
OEFFHALTESTOGD.8195906,8195906,POINT (16.26208083991005 48.08969635204329),Hinterbrühl Mannlichergasse,Hinterbrühl Mannlichergasse,260,,3,https://anachb.vor.at?P=SQ&input=Hinterbrühl%20bei%20Mödling%20Mannlichergasse&start=1,
OEFFHALTESTOGD.8195907,8195907,POINT (16.266284980063215 48.117776613813994),Perchtoldsdorf Wegbachgasse,Perchtoldsdorf Wegbachgasse,"1, 259, 206, 256, 257, 258",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Wegbachgasse&start=1,
OEFFHALTESTOGD.8195908,8195908,POINT (16.26624468785775 48.117776589346256),Perchtoldsdorf Wegbachgasse,Perchtoldsdorf Wegbachgasse,"1, 259, 206, 256, 257, 258",,2,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Wegbachgasse&start=1,
OEFFHALTESTOGD.8195909,8195909,POINT (16.45293574147832 48.01226263449093),Moosbrunn Unterwaltersdorfer Straße,Moosbrunn Unterwaltersdorfer Straße,246,,3,https://anachb.vor.at?P=SQ&input=Moosbrunn%20Unterwaltersdorfer%20Straße&start=1,
OEFFHALTESTOGD.8195910,8195910,POINT (16.452998640439272 48.01181793699004),Moosbrunn Unterwaltersdorfer Straße,Moosbrunn Unterwaltersdorfer Straße,246,,3,https://anachb.vor.at?P=SQ&input=Moosbrunn%20Unterwaltersdorfer%20Straße&start=1,
OEFFHALTESTOGD.8195911,8195911,POINT (16.302500445789246 48.07110968905837),Mödling WIFI,Mödling WIFI,3,,2,https://anachb.vor.at?P=SQ&input=Mödling%20WIFI&start=1,
OEFFHALTESTOGD.8195912,8195912,POINT (16.13010109698632 48.14153193339944),Breitenfurt Wolfsgrabenstraße,Breitenfurt Wolfsgrabenstraße,250,,3,https://anachb.vor.at?P=SQ&input=Breitenfurt%20(b.Wien)%20Wolfsgrabenstraße&start=1,
OEFFHALTESTOGD.8195913,8195913,POINT (16.32866862172888 48.36015239364038),Korneuburg Viktor-Kaplan-Str.,Korneuburg Viktor-Kaplan-Str.,1,,2,https://anachb.vor.at?P=SQ&input=Korneuburg%20Viktor-Kaplan-Straße&start=1,
OEFFHALTESTOGD.8195914,8195914,POINT (16.32017956481238 48.36117299445951),Korneuburg McDonalds-Straße,Korneuburg McDonalds-Straße,1,,2,https://anachb.vor.at?P=SQ&input=Korneuburg%20McDonalds-Straße&start=1,
OEFFHALTESTOGD.8195915,8195915,POINT (16.33051020813437 48.35728130639869),Korneuburg Bezirksbauernkammer,Korneuburg Bezirksbauernkammer,1,,2,https://anachb.vor.at?P=SQ&input=Korneuburg%20Bezirksbauernkammer&start=1,
OEFFHALTESTOGD.8195916,8195916,POINT (16.17472911654638 48.112606927709514),Kaltenleutgeben Wiesengasse,Kaltenleutgeben Wiesengasse,255,,3,https://anachb.vor.at?P=SQ&input=Kaltenleutgeben%20Wiesengasse&start=1,
OEFFHALTESTOGD.8195917,8195917,POINT (16.35166988606407 48.31139380660919),Langenzersdorf Schulstraße,Langenzersdorf Schulstraße,856,,3,https://anachb.vor.at?P=SQ&input=Langenzersdorf%20Schulstraße&start=1,
OEFFHALTESTOGD.8195918,8195918,POINT (16.338244581461602 48.29349710547038),Klosterneuburg Aufeldgasse/Inkustraße,Klosterneuburg Aufeldgasse/Inkustraße,1,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Aufeldgasse/Inkustraße&start=1,
OEFFHALTESTOGD.8195919,8195919,POINT (16.48901200249719 48.02968101689423),Gramatneusiedl Schulen,Gramatneusiedl Schulen,"221, 248, 226, 222",,3,https://anachb.vor.at?P=SQ&input=Gramatneusiedl%20Schulen&start=1,
OEFFHALTESTOGD.8195920,8195920,POINT (16.580594843473982 48.06978883718176),Schwadorf Schulgasse,Schwadorf Schulgasse,"272, 221, 248, 222",,3,https://anachb.vor.at?P=SQ&input=Schwadorf%20bei%20Wien%20Schulgasse&start=1,
OEFFHALTESTOGD.8195921,8195921,POINT (16.579651647014003 48.069740838172734),Schwadorf Schulgasse,Schwadorf Schulgasse,"272, 221, 248, 222",,3,https://anachb.vor.at?P=SQ&input=Schwadorf%20bei%20Wien%20Schulgasse&start=1,
OEFFHALTESTOGD.8195922,8195922,POINT (16.253937694365533 48.00795382147352),Baden Hochschulpromenade,Baden Hochschulpromenade,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Hochschulpromenade&start=1,
OEFFHALTESTOGD.8195923,8195923,POINT (16.256722377620967 48.00567003045626),Baden Kollmannstraße,Baden Kollmannstraße,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Kollmannstraße&start=1,
OEFFHALTESTOGD.8195924,8195924,POINT (16.254440687627497 48.0044258373205),Baden Bezirkshauptmannschaft,Baden Bezirkshauptmannschaft,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Bezirkshauptmannschaft&start=1,
OEFFHALTESTOGD.8195925,8195925,POINT (16.253281889855447 48.00230414835514),Baden Kanalgasse,Baden Kanalgasse,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Kanalgasse&start=1,
OEFFHALTESTOGD.8195926,8195926,POINT (16.246427824311997 48.003536346986294),Baden Prinz-Solms-Straße,Baden Prinz-Solms-Straße,C,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Prinz-Solms-Straße&start=1,
OEFFHALTESTOGD.8195927,8195927,POINT (16.21277228800562 48.001408621498335),Baden Dörflergasse,Baden Dörflergasse,"A, 308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Dörflergasse&start=1,
OEFFHALTESTOGD.8195928,8195928,POINT (16.212732086563715 48.001408578345895),Baden Dörflergasse,Baden Dörflergasse,"A, 308",,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Dörflergasse&start=1,
OEFFHALTESTOGD.8195929,8195929,POINT (16.212651289590973 48.003921066651394),Baden Steinbruchgasse,Baden Steinbruchgasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Steinbruchgasse&start=1,
OEFFHALTESTOGD.8195930,8195930,POINT (16.212561489690636 48.00383686652569),Baden Steinbruchgasse,Baden Steinbruchgasse,A,,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Steinbruchgasse&start=1,
OEFFHALTESTOGD.8195931,8195931,POINT (16.215799672403282 48.000951821011526),Baden Dumbagasse,Baden Dumbagasse,"A, 308",,3,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Dumbagasse&start=1,
OEFFHALTESTOGD.8195932,8195932,POINT (16.21575947131181 48.00095177891883),Baden Dumbagasse,Baden Dumbagasse,"A, 308",,2,https://anachb.vor.at?P=SQ&input=Baden%20bei%20Wien%20Dumbagasse&start=1,
OEFFHALTESTOGD.8195933,8195933,POINT (16.42040807642866 48.093866377454574),Maria Lanzendorf Sportplatz,Maria Lanzendorf Sportplatz,"217, 227, 226",,3,https://anachb.vor.at?P=SQ&input=Maria%20Lanzendorf%20Sportplatz&start=1,
OEFFHALTESTOGD.8195934,8195934,POINT (16.420524875644453 48.09398637636487),Maria Lanzendorf Sportplatz,Maria Lanzendorf Sportplatz,"217, 227, 226",,3,https://anachb.vor.at?P=SQ&input=Maria%20Lanzendorf%20Sportplatz&start=1,
OEFFHALTESTOGD.8195935,8195935,POINT (16.466392699198735 48.11574932825024),Zwölfaxing Josef-Weiß-Gasse,Zwölfaxing Josef-Weiß-Gasse,218,,3,https://anachb.vor.at?P=SQ&input=Zwölfaxing%20Josef-Weiß-Gasse&start=1,
OEFFHALTESTOGD.8195936,8195936,POINT (16.46635679861879 48.11541352943952),Zwölfaxing Josef-Weiß-Gasse,Zwölfaxing Josef-Weiß-Gasse,218,,3,https://anachb.vor.at?P=SQ&input=Zwölfaxing%20Josef-Weiß-Gasse&start=1,
OEFFHALTESTOGD.8195937,8195937,POINT (16.329202590621236 48.079614634183116),Wiener Neudorf Buchenweg,Wiener Neudorf Buchenweg,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Buchenweg&start=1,
OEFFHALTESTOGD.8195938,8195938,POINT (16.329175590045384 48.07954863465641),Wiener Neudorf Buchenweg,Wiener Neudorf Buchenweg,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Buchenweg&start=1,
OEFFHALTESTOGD.8195939,8195939,POINT (16.17393882369726 48.20532018648261),Purkersdorf Volksschule,Purkersdorf Volksschule,452,,3,https://anachb.vor.at?P=SQ&input=Purkersdorf%20bei%20Wien%20Volksschule&start=1,
OEFFHALTESTOGD.8195940,8195940,POINT (16.316689124863707 48.067604003609645),Neu-Guntramsdorf Ozeanstraße,Neu-Guntramsdorf Ozeanstraße,"263, 301",,3,https://anachb.vor.at?P=SQ&input=Neu-Guntramsdorf%20Ozeanstraße&start=1,
OEFFHALTESTOGD.8195941,8195941,POINT (16.316787925117183 48.06757400385547),Neu-Guntramsdorf Ozeanstraße,Neu-Guntramsdorf Ozeanstraße,"263, 301",,3,https://anachb.vor.at?P=SQ&input=Neu-Guntramsdorf%20Ozeanstraße&start=1,
OEFFHALTESTOGD.8195942,8195942,POINT (16.357041267516646 48.085813877489485),Biedermannsdorf S.-Marcus-Str.,Biedermannsdorf S.-Marcus-Str.,"200, 210",,3,https://anachb.vor.at?P=SQ&input=Biedermannsdorf%20Siegfried-Marcus-Straße&start=1,
OEFFHALTESTOGD.8195943,8195943,POINT (16.356098073333314 48.085801878728404),Biedermannsdorf S.-Marcus-Str.,Biedermannsdorf S.-Marcus-Str.,"200, 210",,3,https://anachb.vor.at?P=SQ&input=Biedermannsdorf%20Siegfried-Marcus-Straße&start=1,
OEFFHALTESTOGD.8195944,8195944,POINT (16.14797758206112 48.174202760176904),Heimbautal Gartenstraße,Heimbautal Gartenstraße,"453, 253, 458",,3,https://anachb.vor.at?P=SQ&input=Heimbautal%20Gartenstraße&start=1,
OEFFHALTESTOGD.8195945,8195945,POINT (16.516698732467535 48.3826257074765),Wolkersdorf Hofgartenstraße,Wolkersdorf Hofgartenstraße,"501, 514, 515",,3,https://anachb.vor.at?P=SQ&input=Wolkersdorf%20Hofgartenstraße&start=1,
OEFFHALTESTOGD.8195946,8195946,POINT (16.372105945872068 48.109451849812025),Hennersdorf Stiftergasse,Hennersdorf Stiftergasse,266,,3,https://anachb.vor.at?P=SQ&input=Hennersdorf%20bei%20Wien%20Stiftergasse&start=1,
OEFFHALTESTOGD.8195947,8195947,POINT (16.373094139980406 48.10907995086184),Hennersdorf Wildgansgasse,Hennersdorf Wildgansgasse,266,,3,https://anachb.vor.at?P=SQ&input=Hennersdorf%20bei%20Wien%20Wildgansgasse&start=1,
OEFFHALTESTOGD.8195948,8195948,POINT (16.20493082794263 48.322260497554346),St. Andrä-Wördern Tullner Straße,St. Andrä-Wördern Tullner Straße,"413, 406",,3,https://anachb.vor.at?P=SQ&input=St.%20Andrä-Wördern%20Tullner%20Straße&start=1,
OEFFHALTESTOGD.8195949,8195949,POINT (16.204903827627817 48.32215289788893),St. Andrä-Wördern Tullner Straße,St. Andrä-Wördern Tullner Straße,"413, 406",,3,https://anachb.vor.at?P=SQ&input=St.%20Andrä-Wördern%20Tullner%20Straße&start=1,
OEFFHALTESTOGD.8195950,8195950,POINT (16.265809298052456 48.30764780808638),Kierling Maital,Kierling Maital,"400, 406, 404",,3,https://anachb.vor.at?P=SQ&input=Kierling%20Maital&start=1,
OEFFHALTESTOGD.8195951,8195951,POINT (16.16986043566467 48.20219490489977),Purkersdorf Pestsäule,Purkersdorf Pestsäule,"453, 452, 458, 451",,3,https://anachb.vor.at?P=SQ&input=Purkersdorf%20bei%20Wien%20Pestsäule&start=1,
OEFFHALTESTOGD.8195952,8195952,POINT (16.295740528952603 48.114298201257306),Brunn/Geb. Karl-Etti-Platz,Brunn/Geb. Karl-Etti-Platz,269,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Karl-Etti-Platz&start=1,
OEFFHALTESTOGD.8195953,8195953,POINT (16.300807005668517 48.11472399473819),Brunn/Geb. Europaring,Brunn/Geb. Europaring,269,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Europaring&start=1,
OEFFHALTESTOGD.8195954,8195954,POINT (16.29267734387727 48.11414820499694),Brunn/Geb. Liebermannstraße,Brunn/Geb. Liebermannstraße,269,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Liebermannstraße&start=1,
OEFFHALTESTOGD.8195955,8195955,POINT (16.292848043831665 48.11429820421765),Brunn/Geb. Liebermannstraße,Brunn/Geb. Liebermannstraße,269,,3,https://anachb.vor.at?P=SQ&input=Brunn%20am%20Gebirge%20Liebermannstraße&start=1,
OEFFHALTESTOGD.8195956,8195956,POINT (16.310427907349094 48.09101039838686),Wiener Neudorf Reisenbauer-Ring Nord,Wiener Neudorf Reisenbauer-Ring Nord,214,,3,https://anachb.vor.at?P=SQ&input=Wiener%20Neudorf%20Reisenbauer-Ring%20Nord&start=1,
OEFFHALTESTOGD.8195957,8195957,POINT (16.351462649155117 48.06439828516142),Laxenburg Guntramsdorfer Str.,Laxenburg Guntramsdorfer Str.,"210, 216, 329",,3,https://anachb.vor.at?P=SQ&input=Laxenburg%20Guntramsdorfer%20Straße&start=1,
OEFFHALTESTOGD.8195958,8195958,POINT (16.35158844856759 48.064350284824314),Laxenburg Guntramsdorfer Str.,Laxenburg Guntramsdorfer Str.,"210, 216, 329",,3,https://anachb.vor.at?P=SQ&input=Laxenburg%20Guntramsdorfer%20Straße&start=1,
OEFFHALTESTOGD.8195959,8195959,POINT (16.465287600064926 48.02121588006943),Moosbrunn Wassergasse,Moosbrunn Wassergasse,"221, 226",,3,https://anachb.vor.at?P=SQ&input=Moosbrunn%20Wassergasse&start=1,
OEFFHALTESTOGD.8195960,8195960,POINT (16.465386399537188 48.02112578020229),Moosbrunn Wassergasse,Moosbrunn Wassergasse,"221, 226",,3,https://anachb.vor.at?P=SQ&input=Moosbrunn%20Wassergasse&start=1,
OEFFHALTESTOGD.8195961,8195961,POINT (16.3053214815028 48.32123299349442),Klosterneuburg Wigandgasse 8,Klosterneuburg Wigandgasse 8,1,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Wigandgasse%208&start=1,
OEFFHALTESTOGD.8195962,8195962,POINT (16.307387571002387 48.32050419630812),Klosterneuburg Wigandgasse 22,Klosterneuburg Wigandgasse 22,1,,2,https://anachb.vor.at?P=SQ&input=Klosterneuburg%20Wigandgasse%2022&start=1,
OEFFHALTESTOGD.8195963,8195963,POINT (16.366159178537476 48.11086734901162),Hennersdorf Gemeindeamt,Hennersdorf Gemeindeamt,"266, 268",,3,https://anachb.vor.at?P=SQ&input=Hennersdorf%20bei%20Wien%20Gemeindeamt&start=1,
OEFFHALTESTOGD.8195964,8195964,POINT (16.61473984195233 48.146656437367426),Schönau an der Donau Friedhof,Schönau an der Donau Friedhof,553,,3,https://anachb.vor.at?P=SQ&input=Schönau%20an%20der%20Donau%20Friedhof&start=1,
OEFFHALTESTOGD.8195965,8195965,POINT (16.614829641902976 48.146620437121086),Schönau an der Donau Friedhof,Schönau an der Donau Friedhof,553,,3,https://anachb.vor.at?P=SQ&input=Schönau%20an%20der%20Donau%20Friedhof&start=1,
OEFFHALTESTOGD.8195966,8195966,POINT (16.64751056465293 48.32470895752235),Strasshof Anton-Fromm-Straße,Strasshof Anton-Fromm-Straße,523,,3,https://anachb.vor.at?P=SQ&input=Strasshof%20(Nordbahn)%20Anton-Fromm-Straße&start=1,
OEFFHALTESTOGD.8195967,8195967,POINT (16.507266349606443 48.36974907769013),Wolkersdorf Marie-Curie-Straße,Wolkersdorf Marie-Curie-Straße,516,,3,https://anachb.vor.at?P=SQ&input=Wolkersdorf%20Marie-Curie-Straße&start=1,
OEFFHALTESTOGD.8195968,8195968,POINT (16.154104161598216 48.224438814314155),Gablitz Schielegasse,Gablitz Schielegasse,"448, 447",,3,https://anachb.vor.at?P=SQ&input=Gablitz%20Schielegasse&start=1,
OEFFHALTESTOGD.8195969,8195969,POINT (16.618387284234583 48.3137714378232),Strasshof Franz-Planeta-Straße,Strasshof Franz-Planeta-Straße,523,,3,https://anachb.vor.at?P=SQ&input=Strasshof%20(Nordbahn)%20Franz-Planeta-Straße&start=1,
OEFFHALTESTOGD.8195970,8195970,POINT (16.332005238417416 48.06202091527152),IZ NÖ-Süd Str. 15/WALTER B-PARK 77,IZ NÖ-Süd Str. 15/WALTER B-PARK 77,"209, 219, 309, 301",,3,https://anachb.vor.at?P=SQ&input=IZ%20NÖ-Süd%20Str.%2015/WALTER%20B-PARK%2077&start=1,
OEFFHALTESTOGD.8195971,8195971,POINT (16.332050238046932 48.06208701479163),IZ NÖ-Süd Str. 15/WALTER B-PARK 77,IZ NÖ-Süd Str. 15/WALTER B-PARK 77,"219, 301",,3,https://anachb.vor.at?P=SQ&input=IZ%20NÖ-Süd%20Str.%2015/WALTER%20B-PARK%2077&start=1,
OEFFHALTESTOGD.8195972,8195972,POINT (16.319887218232953 48.11741676249834),Vösendorf SCS Park/Europaring,Vösendorf SCS Park/Europaring,"B99, 207",,3,https://anachb.vor.at?P=SQ&input=Vösendorf%20SCS%20Park/Europaring&start=1,
OEFFHALTESTOGD.8195973,8195973,POINT (16.555397245544437 48.06056180533692),Wienerherberg Kleinfeldgasse,Wienerherberg Kleinfeldgasse,"272, 221, 227, 222",,3,https://anachb.vor.at?P=SQ&input=Wienerherberg%20Kleinfeldgasse&start=1,
OEFFHALTESTOGD.8195974,8195974,POINT (16.555334346711994 48.06049580580071),Wienerherberg Kleinfeldgasse,Wienerherberg Kleinfeldgasse,"272, 221, 222",,3,https://anachb.vor.at?P=SQ&input=Wienerherberg%20Kleinfeldgasse&start=1,
OEFFHALTESTOGD.8195975,8195975,POINT (16.519554589432044 48.046072608908055),Ebergassing Schwadorfer Straße,Ebergassing Schwadorfer Straße,"221, 222",,3,https://anachb.vor.at?P=SQ&input=Ebergassing%20Schwadorfer%20Straße&start=1,
OEFFHALTESTOGD.8195976,8195976,POINT (16.51997678808402 48.046246807611986),Ebergassing Schwadorfer Straße,Ebergassing Schwadorfer Straße,"221, 227, 222",,3,https://anachb.vor.at?P=SQ&input=Ebergassing%20Schwadorfer%20Straße&start=1,
OEFFHALTESTOGD.8195977,8195977,POINT (16.307419116035312 48.363375401378995),Leobendorf Industriezeile,Leobendorf Industriezeile,"830, 832, 831",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Industriezeile&start=1,
OEFFHALTESTOGD.8195978,8195978,POINT (16.30867680734326 48.36227130585034),Leobendorf Industriezeile,Leobendorf Industriezeile,"830, 832, 831",,3,https://anachb.vor.at?P=SQ&input=Leobendorf%20(NÖ)%20Industriezeile&start=1,
OEFFHALTESTOGD.8195979,8195979,POINT (16.520687209781354 48.38170690742834),Wolkersdorf Mittelschule,Wolkersdorf Mittelschule,"501, 514, 531, 515",,3,https://anachb.vor.at?P=SQ&input=Wolkersdorf%20Mittelschule&start=1,
